PassOrFail,Reason,Injection_Time,Filling_Time,Plasticizing_Time,Cycle_Time,Clamp_Close_Time,Cushion_Position,Plasticizing_Position,Clamp_Open_Position,Max_Injection_Speed,Max_Screw_RPM,Average_Screw_RPM,Max_Injection_Pressure,Max_Switch_Over_Pressure,Max_Back_Pressure,Average_Back_Pressure,Barrel_Temperature_1,Barrel_Temperature_2,Barrel_Temperature_3,Barrel_Temperature_4,Barrel_Temperature_5,Barrel_Temperature_6,Hopper_Temperature,Mold_Temperature_3,Mold_Temperature_4
1,미성형,9.4399995803833,6.086144329607343,16.959999084472656,58.959999084472656,7.110000133514404,653.4065249858072,68.55331358682075,647.989990234375,39.066386315032005,30.678821682671245,272.31711520327985,141.51561516435078,138.39242146674692,36.29999923706055,58.70000076293945,276.31883167641917,274.70001220703125,275.04601666014753,268.8999938964844,254.2011798933862,230.2734711412666,68.5,22.073602007267684,27.700000762939453
1,가스,9.4399995803833,6.621425008969135,16.952376003384977,60.24168304780093,7.123218252744649,653.4279446712902,68.62259441914878,647.989990234375,49.61104893305264,31.100000381469727,271.5089451920196,142.4038646433902,136.98875127882502,39.42552039054496,58.70000076293945,275.2467172185901,274.93503007132716,275.368360172564,269.05779358469727,254.8419163760818,229.963369213133,68.5,21.714392978279307,23.119308880274097
1,가스,10.65076599034828,4.6193672901922165,16.959999084472656,60.02403924744188,7.110000133514404,653.6010104464445,68.80402923837796,647.989990234375,41.89840200966567,30.5,265.6282321940144,141.39999389648438,138.20246097088636,36.29999923706055,58.70000076293945,276.6259434479167,275.0352852922626,275.3619196786214,268.8999938964844,255.1926791956838,230.3999938964844,63.79999923706055,21.927712384072702,27.700000762939453
1,초기허용불량,9.4399995803833,4.95638291057273,16.959999084472656,59.342677226513935,7.110000133514404,653.4096915654845,68.67468225835624,647.989990234375,60.11335558397279,30.785799469387104,268.05417861532,141.39999389648438,138.69060623396936,36.29999923706055,58.70000076293945,276.29839851250176,274.72828851548115,275.2602410663704,269.7971883362926,255.0330954911396,230.3999938964844,65.10610373539106,20.39999961853028,27.700000762939453
1,초기허용불량,9.4399995803833,4.511148035415188,16.94665338874681,59.55131807306129,7.111712523324882,653.4262110781619,68.54413081446548,647.989990234375,45.29799257765745,31.077104731406823,281.2020175283364,141.39999389648438,142.93278201142783,36.29999923706055,83.91846529880027,276.56998000748945,275.5510713025077,274.8089685440188,270.2358164144674,255.6999969482422,230.3999938964844,68.43888092900099,21.78152835229906,23.879301245101715
1,가스,9.628091270649609,4.899098479142301,16.959999084472656,59.504503392440796,7.110000133514404,653.4406995767717,68.78158152348917,647.989990234375,40.81153403074379,30.83941391600826,262.58530477999,141.96085504326308,137.30933651246914,36.29999923706055,69.3436325344185,276.98232521534806,275.4398588747686,275.13132436967373,270.889367420545,255.6999969482422,230.2374239343479,64.65339030916489,20.39999961853028,27.700000762939453
1,초기허용불량,9.4399995803833,5.3869822959562,16.959999084472656,58.959999084472656,7.122179794251328,653.4132929189909,68.47483374778105,647.989990234375,56.010966101627346,31.100000381469727,277.6346206527615,141.39999389648438,136.10000610351562,36.29999923706055,63.31387910691551,276.4399382461378,275.60309934657977,275.10867699242715,268.8999938964844,254.3836551043949,230.355860972119,64.57155786695145,21.90323131175679,23.238064299262017
1,초기허용불량,9.4399995803833,8.270000457763672,16.959999084472656,59.595708869419276,7.110000133514404,653.4179810897734,68.60821449037348,647.989990234375,46.74763815601753,30.90253851482345,292.5,143.13647120619086,138.60817240378248,36.29999923706055,75.40520962537538,276.08835500121216,275.3297482117591,275.1903758106973,270.65774687311745,254.1916293902908,229.559319660055,65.04802125325833,24.61211857357956,27.700000762939453
1,초기허용불량,9.4399995803833,7.6421383444596795,16.959999084472656,60.187299339383635,7.130979374973282,653.3900146484375,68.74130146578244,647.989990234375,38.5,30.92056679127217,292.5,141.39999389648438,138.07106741921123,36.29999923706055,58.70000076293945,276.53203227725805,275.08281709727856,274.6844392978357,270.38227460424554,254.2217026557962,230.062067240547,64.56619316060889,20.39999961853028,22.406452105106574
1,가스,10.64245382304307,4.947312516782324,16.90680266494903,59.02085006216214,7.118769469801807,653.4458198367857,68.56345646425318,647.989990234375,49.32187631183976,30.9045028056674,259.621623916731,141.81118534403495,138.82737244587662,50.97867871760176,58.70000076293945,276.099608595325,274.75790952527,275.3641530226525,268.8999938964844,255.3978865459551,229.9993395033154,66.86544590763441,20.39999961853028,21.700000762939453
1,미성형,9.4399995803833,4.778081710932062,16.959999084472656,60.83048531756695,7.1282434522391025,653.3900146484375,68.79652743839294,647.989990234375,53.69131772325199,30.5,275.43802327857617,142.82145969620476,138.26233212248408,36.29999923706055,58.70000076293945,275.80164046520855,275.2887668715962,275.2222904355303,270.69027330592064,255.0831337436516,229.7504470204348,64.11516931371345,23.434445985388198,27.700000762939453
1,초기허용불량,9.4399995803833,8.270000457763672,16.959999084472656,59.3490312760258,7.131981087682306,653.3946232095664,68.46220822012656,647.989990234375,50.984000609063855,31.04607583146118,279.26858386563856,143.4431450003205,139.469452969937,36.29999923706055,58.70000076293945,275.59288001185695,274.70001220703125,275.40125486274525,271.032675715685,255.1191730859468,229.9734472271545,65.63352090102178,20.39999961853028,25.189016494526467
1,초기허용불량,12.151215887250059,5.610132350995463,16.959999084472656,59.98664270446879,7.110000133514404,653.4219368616592,68.73117427936381,647.989990234375,56.02533614575002,30.62404724351399,292.5,141.39999389648438,139.51384453912823,37.915117025612204,59.079423959950674,277.29998779296875,274.70001220703125,275.09367040028604,269.7953961139832,255.6999969482422,230.3365924180006,66.35657396418989,20.67494354271094,27.700000762939453
1,미성형,9.4399995803833,5.5097974744617835,16.67174949593412,62.36000061035156,7.110000133514404,653.4172521664718,68.54453999484363,647.989990234375,38.5,30.655796726859133,292.5,144.78332286137936,146.6999969482422,36.29999923706055,58.70000076293945,277.29998779296875,274.70001220703125,275.41838337560915,268.8999938964844,254.2118836126912,230.3999938964844,68.49248243918481,20.39999961853028,23.308909744840832
1,가스,9.4399995803833,5.5222814067269015,16.818316554069337,60.05208238243104,7.110000133514404,653.4066635759934,68.45580921604159,647.989990234375,54.712445097266865,30.62237758374567,276.38602736708003,141.39999389648438,136.80419297836863,36.29999923706055,58.70000076293945,276.33812737878793,275.59643753237754,275.2525805179743,270.51751264916885,254.2342987037676,230.2421469700441,67.23487727880783,20.39999961853028,24.472900303876337
1,가스,10.847404400627045,4.633304966039954,16.862456187218257,60.27901712766924,7.110000133514404,653.4463063724711,68.46549276776314,647.989990234375,50.87623307028502,30.629986696481105,267.9837092097881,141.39999389648438,137.36282338136218,37.264271384135846,73.21838278653732,277.29998779296875,274.70001220703125,275.2899819573972,268.8999938964844,255.0236059369797,229.4942001854953,66.21990076249143,23.410025464241023,26.543818179304893
1,초기허용불량,9.4399995803833,4.610881993348063,16.786275843579144,62.36000061035156,7.110000133514404,653.4087832334325,68.68479414969163,647.989990234375,57.08489394260476,30.912412017331807,280.3260745495891,141.96302252927669,137.97488938642599,36.29999923706055,58.70000076293945,277.2189136311479,275.58613076166205,275.70001220703125,269.68140667685606,255.037240018751,229.7464185678068,68.5,20.39999961853028,27.700000762939453
1,가스,9.4399995803833,4.931405393829895,16.959999084472656,60.81466525952144,7.112197685422786,653.3900146484375,68.4905688026879,647.989990234375,60.35502461250161,31.026578405027873,282.5217423591649,141.39999389648438,139.15637384158282,37.43191755545204,67.65862525230563,275.20001220703125,275.2059317172293,275.3020683799133,270.6075536187076,254.9381273833483,229.572042968418,65.05367172005225,20.39999961853028,22.050493306300126
1,가스,12.1373280020108,8.170869392919684,16.817930871993642,60.13504924687774,7.110000133514404,653.4076942635297,68.47935762103762,647.989990234375,51.045428061641275,30.84552381102265,260.5849050959675,142.1135264152658,136.10000610351562,41.86431259725748,58.70000076293945,276.17046214144045,275.11659251291485,275.14078988440696,268.8999938964844,255.6033945724127,230.3530683933598,67.76946314174275,20.39999961853028,27.700000762939453
1,초기허용불량,9.4399995803833,4.484215186674115,16.81820912938671,60.17743365537062,7.1193799905945365,653.400980653395,68.4978635219926,647.989990234375,56.257994370052934,31.003646118961772,277.51152107408063,146.22762292185038,139.80522963817646,36.5823283243677,58.70000076293945,276.28449033602675,274.8283747363596,274.9651901991289,268.8999938964844,254.6209575739038,229.407470201221,65.6238750369144,23.82711863393455,23.964436550113824
